site,source_entries,kind,opcode,target,target_name,classification,confidence
0x40000,game_start_veneer@0x40000,jump,jmp 0x4014c.l,0x04014C,game_start,documented_game_entry,Verified
0x40006,game_vblank_veneer@0x40006,jump,jmp 0x4017e.l,0x04017E,game_vblank,documented_game_entry,Verified
0x4000C,game_irq1_watchdog_trap@0x4000C,jump,jmp 0x4000c.l,0x04000C,game_irq1_watchdog_trap,documented_game_entry,Verified
0x40012,game_irq3_watchdog_trap@0x40012,jump,jmp 0x40012.l,0x040012,game_irq3_watchdog_trap,documented_game_entry,Verified
0x40018,game_irq2_watchdog_trap@0x40018,jump,jmp 0x40018.l,0x040018,game_irq2_watchdog_trap,documented_game_entry,Verified
0x4001E,game_irq6_sound_veneer@0x4001E,jump,jmp 0x17e.l,0x00017E,sound_receive_irq_body,documented_os_api,Verified
0x40024,game_exception_veneer@0x40024,jump,jmp 0x40140.l,0x040140,game_exception_abort,documented_game_entry,Verified
0x40030,game_playfield_init_veneer@0x40030,jump,jmp 0x44a82.l,0x044A82,game_playfield_init,documented_game_entry,Verified
0x40048,game_options_veneer@0x40048,jump,jmp 0x5317c.l,0x05317C,game_options_display,documented_game_entry,Verified
0x40054,game_rom_verify_veneer@0x40054,jump,jmp 0x56eaa.l,0x056EAA,slapstic_verify,documented_game_entry,Verified
0x400DE,scroll_to_slot_veneer@0x400DE,jump,jmp 0x46c5e.l,0x046C5E,scroll_to_slot,documented_game_entry,Verified
0x400E4,init_display_veneer@0x400E4,jump,jmp 0x43486.l,0x043486,init_display,documented_game_entry,Verified
0x400EA,maze_setup_veneer@0x400EA,jump,jmp 0x44ac2.l,0x044AC2,maze_setupnew,documented_game_entry,Verified
0x400F0,pf_replace_veneer@0x400F0,jump,jmp 0x5f31e.l,0x05F31E,pf_replace,documented_game_entry,Verified
0x400F6,mob_clear_veneer@0x400F6,jump,jmp 0x5ddda.l,0x05DDDA,moblist_remove_and_clear,documented_game_entry,Verified
0x40146,game_exception_abort@0x40140;game_vblank@0x4017E,jump,jmp 0x10000.l,0x010000,decoded_unpopulated_rom_abort_target,watchdog_abort_jump,Strong inference
0x40178,game_start@0x4014C,jump,jmp 0x42a66.l,0x042A66,g2mainloop,documented_game_entry,Verified
0x40206,game_vblank@0x4017E,call,jsr 0x905f18.l,0x905F18,player_power_palette_stub,named_runtime_stub,Verified
0x40226,game_vblank@0x4017E,call,jsr 0x905f00.l,0x905F00,player_hurt_palette_stub,named_runtime_stub,Verified
0x4024E,game_vblank@0x4017E,call,jsr 0x905f1e.l,0x905F1E,player_power_palette_stub,named_runtime_stub,Verified
0x4026E,game_vblank@0x4017E,call,jsr 0x905f06.l,0x905F06,player_hurt_palette_stub,named_runtime_stub,Verified
0x40296,game_vblank@0x4017E,call,jsr 0x905f24.l,0x905F24,player_power_palette_stub,named_runtime_stub,Verified
0x402B6,game_vblank@0x4017E,call,jsr 0x905f0c.l,0x905F0C,player_hurt_palette_stub,named_runtime_stub,Verified
0x402DE,game_vblank@0x4017E,call,jsr 0x905f2a.l,0x905F2A,player_power_palette_stub,named_runtime_stub,Verified
0x402FE,game_vblank@0x4017E,call,jsr 0x905f12.l,0x905F12,player_hurt_palette_stub,named_runtime_stub,Verified
0x40484,game_vblank@0x4017E,call,jsr 0x184.w,0x000184,eeprom_check_busy,documented_os_api,Verified
0x40494,game_vblank@0x4017E,jump,jmp (a0),,initial_PC_loaded_from_0x000004,reset_vector_jump,Verified
0x40496,game_vblank@0x4017E,call,jsr 0x15a.w,0x00015A,process_sound,documented_os_api,Verified
0x40576,main_cycle_tport_and_ffield@0x40528,call,jsr 0x5fc46.l,0x05FC46,random_word,documented_game_entry,Verified
0x406F2,mob_probe_up@0x406B6,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x40706,mob_probe_up@0x406B6,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x4071A,mob_probe_up@0x406B6,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x4076C,mob_probe_down@0x40732,call,bsr.b 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x4077E,mob_probe_down@0x40732,call,bsr.b 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x40790,mob_probe_down@0x40732,call,bsr.b 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x40866,mob_probe_left@0x4083A,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x40876,mob_probe_left@0x4083A,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x40888,mob_probe_left@0x4083A,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x408CC,mob_probe_right@0x408A0,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x408DC,mob_probe_right@0x408A0,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x408EE,mob_probe_right@0x408A0,call,bsr.w 0x407a6,0x0407A6,mob_probe_candidate,documented_game_entry,Verified
0x409BE,shot_mob_collision@0x40906,call,bsr.w 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x409F4,shot_mob_collision@0x40906,call,bsr.w 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x40A04,shot_mob_collision@0x40906,call,bsr.b 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x40A12,shot_mob_collision@0x40906,call,bsr.b 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x40A20,shot_mob_collision@0x40906,call,bsr.b 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x40A2E,shot_mob_collision@0x40906,call,bsr.b 0x40a78,0x040A78,shot_collision_candidate_core,documented_game_entry,Verified
0x40A6A,shot_mob_collision@0x40906,call,jsr 0x54b68.l,0x054B68,dragon_shot_hitbox_adjust,documented_game_entry,Verified
0x40C78,find_maze@0x40C78,call,jsr 0x56e6e.l,0x056E6E,slapstic_cmd_bank3,documented_game_entry,Verified
0x40CA0,find_maze@0x40C78,call,jsr 0x56e58.l,0x056E58,slapstic_cmd_bank0,documented_game_entry,Verified
0x40CAC,find_maze@0x40C78,call,jsr 0x56e58.l,0x056E58,slapstic_cmd_bank0,documented_game_entry,Verified
0x40CC4,maze_select_alt_bank@0x40CC4,call,jsr 0x40c78.l,0x040C78,find_maze,documented_game_entry,Verified
0x40CDC,maze_select_alt_bank@0x40CC4,call,jsr 0x56e84.l,0x056E84,slapstic_cmd_bankX,documented_game_entry,Verified
0x40CF2,maze_init@0x40CF2,call,jsr 0x40c78.l,0x040C78,find_maze,documented_game_entry,Verified
0x40D0E,maze_init@0x40CF2,call,jsr 0x56e90.l,0x056E90,slapstic_cmd_maze_init,documented_game_entry,Verified
0x40D24,maze_select_bank@0x40D24,call,jsr 0x40c78.l,0x040C78,find_maze,documented_game_entry,Verified
0x40D3C,maze_select_bank@0x40D24,call,jsr 0x56e84.l,0x056E84,slapstic_cmd_bankX,documented_game_entry,Verified
0x40D4E,maze_select_bank_special@0x40D4E,call,jsr 0x40c78.l,0x040C78,find_maze,documented_game_entry,Verified
0x40D66,maze_select_bank_special@0x40D4E,call,jsr 0x56e98.l,0x056E98,slapstic_cmd_bankX_special,documented_game_entry,Verified
0x40ED8,monsters_everything@0x40E6A,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x41050,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,jsr 0x492c0.l,0x0492C0,handle_generate,documented_game_entry,Verified
0x4108E,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,jsr 0x5fc46.l,0x05FC46,random_word,documented_game_entry,Verified
0x41094,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,jsr 0x5fde0.l,0x05FDE0,supersorc_place,documented_game_entry,Verified
0x410B0,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,jsr 0x5de0a.l,0x05DE0A,move_mob_slot,documented_game_entry,Verified
0x41146,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,bsr.w 0x41b16,0x041B16,find_unused_shot,documented_game_entry,Verified
0x4116E,monster_loop_core@0x40FAE;monsters_everything@0x40E6A,call,jsr 0x490dc.l,0x0490DC,monster_create_shot,documented_game_entry,Verified
0x4123C,monster_special_handler@0x4119A,call,jsr 0x5fc46.l,0x05FC46,random_word,documented_game_entry,Verified
0x41252,monster_special_handler@0x4119A,call,bsr.w 0x41750,0x041750,monster_find_and_shoot,documented_game_entry,Verified
0x4128A,monster_special_handler@0x4119A,call,jsr 0x5e10c.l,0x05E10C,ray_march_down,documented_game_entry,Verified
0x412B6,monster_special_handler@0x4119A,call,jsr 0x5e1d8.l,0x05E1D8,ray_march_up,documented_game_entry,Verified
0x412E6,monster_special_handler@0x4119A,call,jsr 0x5e2a2.l,0x05E2A2,ray_march_left,documented_game_entry,Verified
0x41316,monster_special_handler@0x4119A,call,jsr 0x5e35e.l,0x05E35E,ray_march_right,documented_game_entry,Verified
0x41392,monster_special_handler@0x4119A,call,jsr 0x5de0a.l,0x05DE0A,move_mob_slot,documented_game_entry,Verified
0x413BC,monster_special_handler@0x4119A,call,jsr 0x495a6.l,0x0495A6,monster_playerhit,documented_game_entry,Verified
0x413CC,monster_special_handler@0x4119A,call,bsr.w 0x41b7e,0x041B7E,apply_direction_from_delta,documented_game_entry,Verified
0x41614,monsters_everything@0x40E6A,call,jsr 0x49446.l,0x049446,death_potion_score,documented_game_entry,Verified
0x416EC,monsters_everything@0x40E6A,call,jsr 0x5de44.l,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x41964,monster_find_and_shoot@0x41750,call,bsr.w 0x41b52,0x041B52,monster_shooter_in_view,documented_game_entry,Verified
0x41970,monster_find_and_shoot@0x41750,call,bsr.w 0x41b16,0x041B16,find_unused_shot,documented_game_entry,Verified
0x419DA,monster_find_and_shoot@0x41750,call,jsr 0x490dc.l,0x0490DC,monster_create_shot,documented_game_entry,Verified
0x41A1A,monster_find_and_shoot@0x41750,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x41A2E,monster_find_and_shoot@0x41750,call,bsr.w 0x41b52,0x041B52,monster_shooter_in_view,documented_game_entry,Verified
0x41A3A,monster_find_and_shoot@0x41750,call,bsr.w 0x41b16,0x041B16,find_unused_shot,documented_game_entry,Verified
0x41AFA,monster_find_and_shoot@0x41750,call,jsr 0x490dc.l,0x0490DC,monster_create_shot,documented_game_entry,Verified
0x41C28,player_try_move@0x41BF0,call,bsr.b 0x41c30,0x041C30,player_try_move_core,documented_game_entry,Verified
0x41C70,player_try_move_core@0x41C30,call,bsr.w 0x4270c,0x04270C,probe_right,documented_game_entry,Verified
0x41C78,player_try_move_core@0x41C30,call,bsr.w 0x42744,0x042744,squeeze_through_check,documented_game_entry,Verified
0x41C92,player_try_move_core@0x41C30,call,bsr.w 0x4280e,0x04280E,door_traverse_right,documented_game_entry,Verified
0x41CA4,player_try_move_core@0x41C30,call,bsr.w 0x4293a,0x04293A,door_traverse_up,documented_game_entry,Verified
0x41CB2,player_try_move_core@0x41C30,call,bsr.w 0x429d0,0x0429D0,door_traverse_down,documented_game_entry,Verified
0x41D1E,player_try_move_core@0x41C30,call,bsr.w 0x425d0,0x0425D0,probe_up,documented_game_entry,Verified
0x41D26,player_try_move_core@0x41C30,call,bsr.w 0x425b4,0x0425B4,mob_collision_test_preserve_d1_b,documented_game_entry,Verified
0x41D68,player_try_move_core@0x41C30,call,bsr.w 0x4260c,0x04260C,probe_down,documented_game_entry,Verified
0x41D70,player_try_move_core@0x41C30,call,bsr.w 0x425b4,0x0425B4,mob_collision_test_preserve_d1_b,documented_game_entry,Verified
0x41D8E,player_try_move_core@0x41C30,call,bsr.w 0x42598,0x042598,mob_collision_test_preserve_d1_a,documented_game_entry,Verified
0x41DBC,player_try_move_core@0x41C30,call,jsr 0x4590e.l,0x04590E,player_it_label_clear,documented_game_entry,Verified
0x41DC8,player_try_move_core@0x41C30,call,jsr 0x45866.l,0x045866,player_it_label_set,documented_game_entry,Verified
0x41DD4,player_try_move_core@0x41C30,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x41E76,player_try_move_core@0x41C30,call,bsr.w 0x41c30,0x041C30,player_try_move_core,documented_game_entry,Verified
0x41EA8,player_try_move_core@0x41C30,call,bsr.w 0x426d4,0x0426D4,probe_left,documented_game_entry,Verified
0x41EB0,player_try_move_core@0x41C30,call,bsr.w 0x42744,0x042744,squeeze_through_check,documented_game_entry,Verified
0x41ECA,player_try_move_core@0x41C30,call,bsr.w 0x428a4,0x0428A4,door_traverse_left,documented_game_entry,Verified
0x41EDC,player_try_move_core@0x41C30,call,bsr.w 0x4293a,0x04293A,door_traverse_up,documented_game_entry,Verified
0x41EEA,player_try_move_core@0x41C30,call,bsr.w 0x429d0,0x0429D0,door_traverse_down,documented_game_entry,Verified
0x41F96,player_try_move_core@0x41C30,call,bsr.w 0x42598,0x042598,mob_collision_test_preserve_d1_a,documented_game_entry,Verified
0x41FC4,player_try_move_core@0x41C30,call,jsr 0x4590e.l,0x04590E,player_it_label_clear,documented_game_entry,Verified
0x41FD0,player_try_move_core@0x41C30,call,jsr 0x45866.l,0x045866,player_it_label_set,documented_game_entry,Verified
0x41FDC,player_try_move_core@0x41C30,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x4207E,player_try_move_core@0x41C30,call,bsr.w 0x41c30,0x041C30,player_try_move_core,documented_game_entry,Verified
0x420B0,player_try_move_core@0x41C30,call,bsr.w 0x4260c,0x04260C,probe_down,documented_game_entry,Verified
0x420B8,player_try_move_core@0x41C30,call,bsr.w 0x42744,0x042744,squeeze_through_check,documented_game_entry,Verified
0x420D2,player_try_move_core@0x41C30,call,bsr.w 0x4293a,0x04293A,door_traverse_up,documented_game_entry,Verified
0x420E4,player_try_move_core@0x41C30,call,bsr.w 0x428a4,0x0428A4,door_traverse_left,documented_game_entry,Verified
0x420F2,player_try_move_core@0x41C30,call,bsr.w 0x4280e,0x04280E,door_traverse_right,documented_game_entry,Verified
0x4215A,player_try_move_core@0x41C30,call,bsr.w 0x4270c,0x04270C,probe_right,documented_game_entry,Verified
0x42162,player_try_move_core@0x41C30,call,bsr.w 0x42598,0x042598,mob_collision_test_preserve_d1_a,documented_game_entry,Verified
0x421A4,player_try_move_core@0x41C30,call,bsr.w 0x426d4,0x0426D4,probe_left,documented_game_entry,Verified
0x421AC,player_try_move_core@0x41C30,call,bsr.w 0x42598,0x042598,mob_collision_test_preserve_d1_a,documented_game_entry,Verified
0x421CA,player_try_move_core@0x41C30,call,bsr.w 0x425b4,0x0425B4,mob_collision_test_preserve_d1_b,documented_game_entry,Verified
0x421F8,player_try_move_core@0x41C30,call,jsr 0x4590e.l,0x04590E,player_it_label_clear,documented_game_entry,Verified
0x42204,player_try_move_core@0x41C30,call,jsr 0x45866.l,0x045866,player_it_label_set,documented_game_entry,Verified
0x42210,player_try_move_core@0x41C30,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x422B2,player_try_move_core@0x41C30,call,bsr.w 0x41c30,0x041C30,player_try_move_core,documented_game_entry,Verified
0x422E4,player_try_move_core@0x41C30,call,bsr.w 0x425d0,0x0425D0,probe_up,documented_game_entry,Verified
0x422EC,player_try_move_core@0x41C30,call,bsr.w 0x42744,0x042744,squeeze_through_check,documented_game_entry,Verified
0x42306,player_try_move_core@0x41C30,call,bsr.w 0x429d0,0x0429D0,door_traverse_down,documented_game_entry,Verified
0x42318,player_try_move_core@0x41C30,call,bsr.w 0x428a4,0x0428A4,door_traverse_left,documented_game_entry,Verified
0x42326,player_try_move_core@0x41C30,call,bsr.w 0x4280e,0x04280E,door_traverse_right,documented_game_entry,Verified
0x423D6,player_try_move_core@0x41C30,call,bsr.w 0x425b4,0x0425B4,mob_collision_test_preserve_d1_b,documented_game_entry,Verified
0x42404,player_try_move_core@0x41C30,call,jsr 0x4590e.l,0x04590E,player_it_label_clear,documented_game_entry,Verified
0x42410,player_try_move_core@0x41C30,call,jsr 0x45866.l,0x045866,player_it_label_set,documented_game_entry,Verified
0x4241C,player_try_move_core@0x41C30,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x424BE,player_try_move_core@0x41C30,call,bsr.w 0x41c30,0x041C30,player_try_move_core,documented_game_entry,Verified
0x42520,player_try_move_core@0x41C30,call,jsr 0x5de0a.l,0x05DE0A,move_mob_slot,documented_game_entry,Verified
0x42526,player_try_move_core@0x41C30,call,jsr 0x4e630.l,0x04E630,thief_track_victim_move,documented_game_entry,Verified
0x42536,player_try_move_core@0x41C30,call,jsr 0x549ea.l,0x0549EA,dragon_player_proximity,documented_game_entry,Verified
0x4254C,player_try_move_core@0x41C30,call,jsr 0x511ac.l,0x0511AC,player_tile_interact,documented_game_entry,Verified
0x42576,player_try_move_core@0x41C30,call,jsr 0x4e630.l,0x04E630,thief_track_victim_move,documented_game_entry,Verified
0x425A6,mob_collision_test_preserve_d1_a@0x42598,call,jsr 0x52192.l,0x052192,mob_collision_test,documented_game_entry,Verified
0x425C2,mob_collision_test_preserve_d1_b@0x425B4,call,jsr 0x52192.l,0x052192,mob_collision_test,documented_game_entry,Verified
0x425E6,probe_up@0x425D0,call,bsr.b 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x425F8,probe_up@0x425D0,call,bsr.b 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x42624,probe_down@0x4260C,call,bsr.b 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x42636,probe_down@0x4260C,call,bsr.b 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x426E4,probe_left@0x426D4,call,bsr.w 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x426F4,probe_left@0x426D4,call,bsr.w 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x4271C,probe_right@0x4270C,call,bsr.w 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x4272C,probe_right@0x4270C,call,bsr.w 0x42648,0x042648,tile_lookup_core,documented_game_entry,Verified
0x427A4,squeeze_through_check@0x42744,call,jsr 0x4feb2.l,0x04FEB2,corner_squeeze_geometry,documented_game_entry,Verified
0x42802,failed_door_post@0x427B4,call,jsr 0x5de0a.l,0x05DE0A,move_mob_slot,documented_game_entry,Verified
0x4281E,door_traverse_right@0x4280E,call,jsr 0x5e35e.l,0x05E35E,ray_march_right,documented_game_entry,Verified
0x4286E,door_traverse_right@0x4280E,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x42878,door_traverse_right@0x4280E,call,jsr 0x5de44.l,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x4289C,door_traverse_right@0x4280E,call,bsr.w 0x427b4,0x0427B4,failed_door_post,documented_game_entry,Verified
0x428B4,door_traverse_left@0x428A4,call,jsr 0x5e2a2.l,0x05E2A2,ray_march_left,documented_game_entry,Verified
0x42904,door_traverse_left@0x428A4,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x4290E,door_traverse_left@0x428A4,call,jsr 0x5de44.l,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x42932,door_traverse_left@0x428A4,call,bsr.w 0x427b4,0x0427B4,failed_door_post,documented_game_entry,Verified
0x4294A,door_traverse_up@0x4293A,call,jsr 0x5e1d8.l,0x05E1D8,ray_march_up,documented_game_entry,Verified
0x4299A,door_traverse_up@0x4293A,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x429A4,door_traverse_up@0x4293A,call,jsr 0x5de44.l,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x429C8,door_traverse_up@0x4293A,call,bsr.w 0x427b4,0x0427B4,failed_door_post,documented_game_entry,Verified
0x429E0,door_traverse_down@0x429D0,call,jsr 0x5e10c.l,0x05E10C,ray_march_down,documented_game_entry,Verified
0x42A30,door_traverse_down@0x429D0,call,jsr 0x47c0e.l,0x047C0E,tport_cycle_start,documented_game_entry,Verified
0x42A3A,door_traverse_down@0x429D0,call,jsr 0x5de44.l,0x05DE44,moblist_remove_and_clear_regs,documented_game_entry,Verified
0x42A5E,door_traverse_down@0x429D0,call,bsr.w 0x427b4,0x0427B4,failed_door_post,documented_game_entry,Verified
0x42A74,g2mainloop@0x42A66,call,jsr 0x4327a.l,0x04327A,one_time_init,documented_game_entry,Verified
0x42A98,g2mainloop@0x42A66,call,jsr 0x4dcba.l,0x04DCBA,main_logo_updcolors,documented_game_entry,Verified
0x42A9E,g2mainloop@0x42A66,call,jsr 0x40644.l,0x040644,input_debounce,documented_game_entry,Verified
0x42AA4,g2mainloop@0x42A66,call,jsr 0x42b6a.l,0x042B6A,coincheck,documented_game_entry,Verified
0x42AB4,g2mainloop@0x42A66,call,jsr 0x40528.l,0x040528,main_cycle_tport_and_ffield,documented_game_entry,Verified
0x42ABA,g2mainloop@0x42A66,call,jsr 0x46fea.l,0x046FEA,main_handle_potions,documented_game_entry,Verified
0x42AC0,g2mainloop@0x42A66,call,jsr 0x45c00.l,0x045C00,main_open_doors,documented_game_entry,Verified
0x42AC6,g2mainloop@0x42A66,call,jsr 0x474f6.l,0x0474F6,main_handle_shots,documented_game_entry,Verified
0x42ACC,g2mainloop@0x42A66,call,jsr 0x4a53a.l,0x04A53A,main_move_players,documented_game_entry,Verified
0x42AD2,g2mainloop@0x42A66,call,jsr 0x46caa.l,0x046CAA,main_scroll_playfield,documented_game_entry,Verified
0x42AD8,g2mainloop@0x42A66,call,jsr 0x49034.l,0x049034,main_move_monsters,documented_game_entry,Verified
0x42ADE,g2mainloop@0x42A66,call,jsr 0x54454.l,0x054454,main_handle_dragon,documented_game_entry,Verified
0x42AE4,g2mainloop@0x42A66,call,jsr 0x4e8dc.l,0x04E8DC,main_thief_anim,documented_game_entry,Verified
0x42AEA,g2mainloop@0x42A66,call,jsr 0x4deb8.l,0x04DEB8,main_start_thief,documented_game_entry,Verified
0x42AF0,g2mainloop@0x42A66,call,jsr 0x466f6.l,0x0466F6,main_health_countdown,documented_game_entry,Verified
0x42AF6,g2mainloop@0x42A66,call,jsr 0x4d29e.l,0x04D29E,main_treasure_timer,documented_game_entry,Verified
0x42AFC,g2mainloop@0x42A66,call,jsr 0x4664c.l,0x04664C,main_handle_death,documented_game_entry,Verified
0x42B02,g2mainloop@0x42A66,call,jsr 0x5287c.l,0x05287C,main_exit_move,documented_game_entry,Verified
0x42B08,g2mainloop@0x42A66,call,jsr 0x5e62a.l,0x05E62A,main_walls_cyclic_move,documented_game_entry,Verified
0x42B0E,g2mainloop@0x42A66,call,jsr 0x5e41a.l,0x05E41A,main_walls_random_move,documented_game_entry,Verified
0x42B14,g2mainloop@0x42A66,call,jsr 0x4ccbc.l,0x04CCBC,main_msgbox_countdown,documented_game_entry,Verified
0x42B1A,g2mainloop@0x42A66,call,jsr 0x42df4.l,0x042DF4,character_select_input_update,documented_game_entry,Verified
0x42B20,g2mainloop@0x42A66,call,jsr 0x4800c.l,0x04800C,main_start_game,documented_game_entry,Verified
0x42B26,g2mainloop@0x42A66,call,jsr 0x4715e.l,0x04715E,main_score_update,documented_game_entry,Verified
0x42B2C,g2mainloop@0x42A66,call,jsr 0x457c0.l,0x0457C0,main_score_display,documented_game_entry,Verified
0x42B32,g2mainloop@0x42A66,call,jsr 0x44562.l,0x044562,main_attract,documented_game_entry,Verified
0x42B38,g2mainloop@0x42A66,call,jsr 0x431ee.l,0x0431EE,eeprom_periodic_write,documented_game_entry,Verified
0x42B3E,g2mainloop@0x42A66,call,jsr 0x42d0a.l,0x042D0A,sound_response,documented_game_entry,Verified
0x42B44,g2mainloop@0x42A66,call,jsr 0x4ae20.l,0x04AE20,main_update_sound,documented_game_entry,Verified
0x42B96,coincheck@0x42B6A,call,jsr 0x166.l,0x000166,check_and_deduct_coin,documented_os_api,Verified
0x42BE2,coincheck@0x42B6A,call,jsr 0x44204.l,0x044204,start_attract_to_game,documented_game_entry,Verified
0x42CA4,coincheck@0x42B6A,call,jsr 0x452d0.l,0x0452D0,setup_infopanel,documented_game_entry,Verified
0x42CBA,coincheck@0x42B6A,call,jsr 0x4ad76.l,0x04AD76,sound_play,documented_game_entry,Verified
0x42CDE,coincheck@0x42B6A,call,jsr 0x44c7e.l,0x044C7E,show_continue_prompt,documented_game_entry,Verified
0x42CEA,coincheck@0x42B6A,call,jsr 0x488ca.l,0x0488CA,player_coindrop,documented_game_entry,Verified
0x42D1E,sound_response@0x42D0A,call,jsr 0x178.l,0x000178,read_sound_data,documented_os_api,Verified
0x42D4E,sound_response@0x42D0A,call,jsr (a2),,,indirect_call,Strong inference
0x42D5E,sound_response@0x42D0A,call,jsr (a2),,,indirect_call,Strong inference
0x42D8C,sound_response@0x42D0A,call,jsr 0x172.l,0x000172,send_sound_command,documented_os_api,Verified
0x42DBC,sound_response@0x42D0A,call,jsr (a2),,,indirect_call,Strong inference
0x42DD0,sound_system_reset@0x42DC8,call,jsr 0x254.l,0x000254,reset_sound_cpu,documented_os_api,Verified
0x42DEA,sound_system_reset@0x42DC8,call,jsr 0x4adae.l,0x04ADAE,sound_queue_reset,documented_game_entry,Verified
0x42E7E,character_select_input_update@0x42DF4,call,jsr 0x452d0.l,0x0452D0,setup_infopanel,documented_game_entry,Verified
0x42EAA,maze_randomplace@0x42E9A,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x42EF4,maze_randomplace@0x42E9A,call,jsr 0x5fc4e.l,0x05FC4E,getrandom,documented_game_entry,Verified
0x42F6E,maze_randomplace@0x42E9A,call,jsr 0x5dc58.l,0x05DC58,mob_create,documented_game_entry,Verified
0x42F9A,eeprom_load_config@0x42F86,call,jsr 0x184.l,0x000184,eeprom_check_busy,documented_os_api,Verified
0x42FAA,eeprom_load_config@0x42F86,call,jsr 0x24e.l,0x00024E,eeprom_read_block,documented_os_api,Verified
0x42FE6,eeprom_load_config@0x42F86,call,jsr 0x24e.l,0x00024E,eeprom_read_block,documented_os_api,Verified
0x42FFC,eeprom_load_config@0x42F86,call,jsr 0x56e58.l,0x056E58,slapstic_cmd_bank0,documented_game_entry,Verified
0x430B4,eeprom_load_config@0x42F86,call,jsr 0x5fd14.l,0x05FD14,display_state_clear,documented_game_entry,Verified
0x430C6,eeprom_load_config@0x42F86,call,jsr 0x200.l,0x000200,display_large_text,documented_os_api,Verified
0x4312C,eeprom_load_config@0x42F86,call,jsr 0x272.l,0x000272,display_large_decimal_value,documented_os_api,Verified
0x43144,eeprom_load_config@0x42F86,call,jsr 0x1c0.l,0x0001C0,write_eeprom_setting,documented_os_api,Verified
0x4315A,eeprom_load_config@0x42F86,call,jsr 0x1c0.l,0x0001C0,write_eeprom_setting,documented_os_api,Verified
0x43176,eeprom_load_config@0x42F86,call,jsr 0x1c0.l,0x0001C0,write_eeprom_setting,documented_os_api,Verified
0x431E4,eeprom_write@0x43192,call,jsr 0x24e.l,0x00024E,eeprom_read_block,documented_os_api,Verified
0x43270,eeprom_periodic_write@0x431EE,call,jsr 0x43192.l,0x043192,eeprom_write,documented_game_entry,Verified
0x43288,one_time_init@0x4327A,call,jsr 0x42dc8.l,0x042DC8,sound_system_reset,documented_game_entry,Verified
0x43298,one_time_init@0x4327A,call,jsr 0x43486.l,0x043486,init_display,documented_game_entry,Verified
